Date,return,high_low,turnover
2017-02-13,0.00015048790779131115,0.00011367892245139635,3766116278884365.5
2017-02-14,0.00015703930061968538,0.00012676900972571987,1640699920106949.8
2017-02-15,0.00018514515841509918,0.00017018003516298163,2203015622197505.0
2017-02-16,0.00015486482023667939,0.00011961668045378064,3108205543690523.0
2017-02-17,0.00017530270677725977,0.000228238107773472,1815186687826833.8
2017-02-21,0.00014168948302963183,0.00010866152708130216,2850619916312038.0
2017-02-22,0.00017515114183654865,0.00016541800219655535,3448454884323886.0
2017-02-23,0.0004134602363638411,0.0005765747402888838,7030392213777609.0
2017-02-24,0.00020462605775340572,0.0002339398364333709,3764215728356135.5
2017-02-27,0.00014812729842818067,0.00016595756423862,2665209842768215.5
2017-02-28,0.0001953124135993192,0.0002454809622538426,5806158363532685.0
2017-03-01,0.0002401951559198317,0.00022802939120184228,3720103436999076.5
2017-03-02,0.00029555683558496855,0.0002198983677533336,1964254197008244.2
2017-03-03,0.00017058225250967028,0.00018117403723675644,1768531360437273.2
2017-03-06,0.00011987230480339877,0.00011943119522478706,1377248366363728.5
2017-03-07,0.00014063842844653276,0.00014124370411529175,4941197941388409.0
2017-03-08,0.00025774887130638866,0.00022566694147169763,2742847798674242.5
2017-03-09,0.00017380640622439918,0.0001941826740531865,2560230071938383.0
2017-03-10,0.00012388794005900738,0.00011498101264674184,2344759276321516.0
2017-03-13,0.00016675860892836629,0.00011918863559589538,1950303338390953.8
2017-03-14,8.328874372908824e-05,0.00010263605322171356,1329894735372120.2
2017-03-15,0.00014484918215249852,0.00010411139799403624,2330046465084238.0
2017-03-16,0.00018046287146999433,0.00016222296037530725,2016833556936944.8
2017-03-17,0.00015404939023789827,0.00010715160292843037,5725514649838946.0
2017-03-20,0.00012106265111682692,0.00010078798314220299,1229757183296618.0
2017-03-21,0.00038937847706682816,0.0003628410487320219,2099445658873491.2
2017-03-22,0.00011446561884443155,0.00011934150081541364,1450510622084758.8
2017-03-23,9.003832468538198e-05,0.00010846787685635736,1892146176823735.2
2017-03-24,0.00011327008194835651,0.0001031124765735408,1625845733208864.8
2017-03-27,0.00018847901054559242,0.00020155499346327557,1845560659536381.0
2017-03-28,0.00015432496513533345,0.00015338364774896728,3211913854527509.5
2017-03-29,0.0001663751582582053,0.00017467878272623167,1695991731257251.8
2017-03-30,0.00016749593326957822,0.00014151671721129473,1664530961537737.5
2017-03-31,0.00010673024970027295,8.349362221981217e-05,2022061464136724.5
2017-04-03,0.00013647260295071172,0.00015503170664754872,4178357969471271.0
2017-04-04,0.00020943031210041412,0.00021579484061427063,4755041347533588.0
2017-04-05,0.00021797354184666053,0.00022136211623985613,3862731832515196.0
2017-04-06,0.00011106463994875407,0.00010966858828028663,2386222806549043.0
2017-04-07,0.00017737870115610806,0.00017593898248744545,3674732452420410.0
2017-04-10,0.00010923452562158187,0.00013375833511389265,2630992097098337.0
2017-04-11,0.00010216723334372347,8.354487807524852e-05,2355153144886070.5
2017-04-12,0.00016434359823778492,0.00015712072993403434,4463823075850685.5
2017-04-13,0.0001354799493020177,0.00013232747775003857,2173081831956424.8
2017-04-17,8.951306927424752e-05,7.836221241957856e-05,1834127432270440.8
2017-04-18,9.501746039115012e-05,0.00011117695110480394,3287257333384568.0
2017-04-19,0.00018298705631488382,0.00016278051188721608,1805575025875589.5
2017-04-20,0.0001435767081590166,0.00013764249929743114,4542847629397489.0
2017-04-21,0.00011605232139098513,0.0001782645533479737,1932388392587483.0
2017-04-24,0.00012046213689934993,0.00010204917993462002,2035845497199644.0
2017-04-25,0.00015949460117930888,0.00019064341484648705,1.4176628399753256e+16
2017-04-26,0.0002833828062517754,0.0003184682162597779,1.6070718221102408e+16
2017-04-27,0.00022902279628286544,0.0003364395682293866,5950390406306786.0
2017-04-28,0.00024994652217454744,0.00024333956079656828,2086488350740361.0
2017-05-01,0.00013646949742465112,0.00011393401911763834,1705484192880521.0
2017-05-02,0.0003453419341492069,0.00036913959399876726,2847956712713439.0
2017-05-03,0.0002682846856128734,0.00030575578831091714,6574410065500072.0
2017-05-04,0.00033157027000725505,0.00040199083227612635,3845799665987450.5
2017-05-05,0.0004033009986897869,0.0003966641855710954,1792432211768294.0
2017-05-08,0.00016445482505132643,0.00017821716836919792,1208844008355936.2
2017-05-09,0.00018604126046523216,0.00014797999282912546,1273553468890845.5
2017-05-10,0.00013294198176993117,0.00015729042940504462,2302487723955670.0
2017-05-11,0.00018848268548401532,0.0001721118924021663,1461520682371267.2
2017-05-12,0.00014336405421542899,0.0001307794193010922,1581791613590246.0
2017-05-15,0.00013507036207426835,0.00011700490850375605,1897098831377074.5
2017-05-16,0.00014432752468783737,0.00011813844115583684,3191456838605277.5
2017-05-17,0.0003565022333645391,0.00035607321467906884,2452580918128158.0
2017-05-18,0.00014243036282371392,0.00013971632033694617,1374368151059591.0
2017-05-19,0.0001480245368210472,0.0001403302972372532,1250177514191516.2
2017-05-22,0.00014778439718366604,0.00010297834658633963,914520316696955.2
2017-05-23,0.00017939912487050064,0.00013260256924775915,1230594229391587.8
2017-05-24,0.00014056551175285512,0.00014200744262654122,4176209067077573.5
2017-05-25,0.0003697332688603044,0.0004697418639772363,3182703530335017.0
2017-05-26,0.00010511023537448084,0.00011851062543399458,1851509116287264.8
2017-05-30,0.00016891575085362917,0.00014998630198627457,1655862131623829.2
2017-05-31,0.0001477868538002703,0.00019616613711168077,5768159880563808.0
2017-06-01,0.0001722675715531547,0.00017788481141637645,5693969906224274.0
2017-06-02,0.00013268901461634602,0.0001078294380741795,1248453134546185.8
