Date,return,high_low,turnover
2017-02-13,0.0001477144095571704,0.00011102977279124511,3685579469307971.5
2017-02-14,0.00015448216330929865,0.0001254195067769954,1609795765093537.8
2017-02-15,0.00018090191626595555,0.00016726411227935498,2148822841718154.5
2017-02-16,0.0001600891043766991,0.000122222705378962,3026764224009240.0
2017-02-17,0.00019396267832130188,0.00028506639282101096,1770959955155453.8
2017-02-21,0.0001402398432314594,0.00010674212275661575,2778407770165049.0
2017-02-22,0.0001753185738180269,0.00016357476582677687,3396183896772211.0
2017-02-23,0.0004051498544239608,0.0005650858238302124,7057727424016226.0
2017-02-24,0.00020519049837991268,0.000230439737450312,3676272760796979.5
2017-02-27,0.00014735134309232375,0.00017028688658120476,2597434459226210.5
2017-02-28,0.00021851387046828167,0.00027075055526865543,5655543715449751.0
2017-03-01,0.0002478722460991946,0.0003317661732341342,3838116912936398.5
2017-03-02,0.0002864091118093241,0.0002128858042494113,1914764274292305.8
2017-03-03,0.00016789045595874504,0.00017931925667485321,1724134866095900.0
2017-03-06,0.00011995017428152297,0.00011835349693149875,1342344970688571.0
2017-03-07,0.00013728474698705638,0.00013911048828018494,4801909397849200.0
2017-03-08,0.00025400346498396565,0.0002218257607703847,2679470037605647.5
2017-03-09,0.00017186581143167562,0.00019149235889752875,2492756855772902.0
2017-03-10,0.0001318214994465489,0.00012441542521710798,2283109592641372.0
2017-03-13,0.00016136764552723818,0.00011825340472280566,1910686943409350.2
2017-03-14,8.561332367999087e-05,0.0001058930348398477,1301861608444539.0
2017-03-15,0.00014481823371407688,0.00010129551673220707,2267492064889179.5
2017-03-16,0.00017638045088697434,0.00015878077305208474,1969919935825022.2
2017-03-17,0.00015557368476460547,0.00010921643697597544,5577052499914945.0
2017-03-20,0.00011997719345122709,9.929474464241141e-05,1198994718853531.0
2017-03-21,0.00038939390367733135,0.00036047435217792225,2055581634202911.2
2017-03-22,0.00011525819241080157,0.00011834902988400788,1418015617450750.0
2017-03-23,9.323167107137633e-05,0.00011307576208403505,1891139251149351.2
2017-03-24,0.00011612306436866357,0.00010210731489566325,1587704618653913.5
2017-03-27,0.00018561057656642024,0.0001983429156245148,1797974547414225.0
2017-03-28,0.00015161329763885276,0.00015140724131185228,3136653679943376.5
2017-03-29,0.0001648171132999462,0.00017370554803820506,1658837523874583.2
2017-03-30,0.00016992723906178594,0.00014036737319256257,1628093173550567.2
2017-03-31,0.00010601161834153486,8.394378889269254e-05,1972333175990534.0
2017-04-03,0.00013532334135638212,0.00015358578283151557,4061162884039889.5
2017-04-04,0.00015078831695756776,0.00014298525614756896,6363611390496722.0
2017-04-05,0.00021668537006309385,0.00021886817738703626,3767385751944966.0
2017-04-06,0.00010965252956475832,0.00010824321736136223,2324653549769503.5
2017-04-07,0.00017381284701139795,0.00017163575391412092,3571363465696962.5
2017-04-10,0.00011443910935512511,0.00013961745070333536,2559074589504646.0
2017-04-11,0.00010645338080223997,8.780239960898949e-05,2289066752006294.0
2017-04-12,0.00016279136146356402,0.00015723632934913179,4335837519536725.0
2017-04-13,0.00013455582345845275,0.00013008459698133121,2118128856708439.8
2017-04-14,0.0,0.0,0.0
2017-04-17,8.955695129982083e-05,7.727390666045603e-05,1788793372659835.8
2017-04-18,9.585875178327531e-05,0.00010948966542068876,3196199369424354.0
2017-04-19,0.00018137189735943084,0.0001604251129937407,1763533082878519.5
2017-04-20,0.00014442985620307977,0.00013952505059081267,4443817850620476.5
2017-04-21,0.00011516302740846997,0.0001750312598571961,1900488008398451.0
2017-04-24,0.00011840976696492642,0.00010070708917936379,1989871640242612.5
2017-04-25,0.00015597114230200948,0.00018531533010509273,1.3766056830547046e+16
2017-04-26,0.00028904628540236363,0.00031114545219421955,1.607541687486079e+16
2017-04-27,0.00022812380014415286,0.0003011839055464312,5764714397128401.0
2017-04-28,0.00024538669156489053,0.00023544460435134058,1959740367771149.5
2017-05-01,0.00013340984761178428,9.476823982571712e-05,1673114317176458.2
2017-05-02,0.00029385858704158063,0.0003048950115913723,2620137312684258.5
2017-05-03,0.00024824123972904175,0.0002695239207935137,5831241903967565.0
2017-05-04,0.0003174820634774686,0.0003934237167165859,3791464360389383.5
2017-05-05,0.00036591615755389374,0.0003758006124172131,1758200796570503.8
2017-05-08,0.00016329928550392594,0.00017756050619054494,1158707398239364.5
2017-05-09,0.0001773182931643567,0.00014050299140640194,1246937825293287.0
2017-05-10,0.00012821538273055912,0.00015089893608283587,2260672587427589.0
2017-05-11,0.00018017996903447542,0.0001629875390312231,1393784806420705.2
2017-05-12,0.00013004092523041677,0.00011950324048464471,1565603381145212.5
2017-05-15,0.0001203310188642079,9.929159488891072e-05,1830926198641183.2
2017-05-16,0.00014098244072134196,0.00011502958734051352,3110232292088506.0
2017-05-17,0.00027552481997465667,0.000289281555170362,2358450015313769.0
2017-05-18,0.0001365023121129747,0.00013041664968043608,1271477151978750.5
2017-05-19,0.00015728585148331483,0.00014109527021477906,1173691368140460.0
2017-05-22,0.00014223164559126042,0.00010981360101524498,882128579906525.5
2017-05-23,0.00017364310186445382,0.00012836365756827475,1211663416120782.2
2017-05-24,0.00013214054867322444,0.0001305519480086324,4118400157411639.5
2017-05-25,0.000327615550076282,0.00039337382329640336,3087034057869671.0
2017-05-26,9.817343638409907e-05,0.00011548970494767763,1776973302428730.5
2017-05-30,0.0001519868383938728,0.00011862405054305524,1188781061500078.5
2017-05-31,0.00012259889666600189,0.00015683715133240427,5601348518198361.0
2017-06-01,0.00016461096195548823,0.00016937976731370424,5734913047103877.0
