,Date,return,high_low,turnover
0,2017-01-03,-0.0025450963603137404,0.028634911815253097,43271374.296770535
1,2017-01-04,0.014638571389980823,0.025416445617088015,47239025.735892326
2,2017-01-05,-0.006111034767385967,0.02564643594449879,43858218.253994316
3,2017-01-06,-0.004023385998090741,0.021256241472640096,38236856.17858353
4,2017-01-09,-0.0058735173781123825,0.023273423941296292,41239970.75317283
5,2017-01-10,0.006476792669384174,0.022986005655730966,41433634.20886682
6,2017-01-11,0.0034474793409655963,0.02189848440729944,40188253.05246458
7,2017-01-12,-0.0032428661512970214,0.0258424113117624,39565924.040793195
8,2017-01-13,0.0027180432972816215,0.02042507658568269,35810889.88161473
9,2017-01-17,-0.0064352507319003,0.023537056981067304,36662215.97889517
10,2017-01-18,0.002455311234839096,0.02122770670979176,39990492.714900844
11,2017-01-19,-0.00896374510439246,0.022783929787256074,35671961.95763457
12,2017-01-20,0.00293528994157772,0.01805777433493485,34564605.51447592
13,2017-01-23,-0.0005803818257029188,0.02020824609968958,34063083.149603404
14,2017-01-24,0.01244212932354433,0.02625131506247444,43827953.995892406
15,2017-01-25,0.00470430791131829,0.02241956852387708,50908184.21920677
16,2017-01-26,-0.003954449784782504,0.022762795823472213,42877836.963541076
17,2017-01-27,-0.005077720180628081,0.02224816997935679,38373178.55263455
18,2017-01-30,-0.003993855738190149,0.02533678715997521,45707266.383002825
19,2017-01-31,0.0057906547820581605,0.026412998457247334,51284039.55711048
20,2017-02-01,-0.008044295741525058,0.029800930579840748,51150479.62385266
21,2017-02-02,0.0009379781619308796,0.02489754584275855,50085171.596288934
22,2017-02-03,0.006746394634994076,0.02254763961176359,43050791.17273372
23,2017-02-06,-0.004832035942788737,0.020454884497643835,37510380.02821529
24,2017-02-07,-0.005149288748267489,0.02112211294944374,39914275.99827195
25,2017-02-08,0.003161346759853442,0.023425734848731734,44108462.64011333
26,2017-02-09,0.009425078874709406,0.025834394868268995,49148116.17128896
27,2017-02-10,0.0018637756558029027,0.02025611119504168,41379611.505042486
28,2017-02-13,-0.0016059445601570633,0.01907547650334349,40798063.63762043
29,2017-02-14,0.006060579148723525,0.021253587837147446,40139672.203031145
30,2017-02-15,0.0061573118563484925,0.020861191245712066,41204100.56686966
31,2017-02-16,-0.0023332967937909977,0.020612023065361234,43043588.78604815
32,2017-02-17,0.002578357060330823,0.02138247673381401,40050064.00406515
33,2017-02-21,0.0056502875152735135,0.020272450713608704,44298097.917648755
34,2017-02-22,-0.002613977168069726,0.020389652687687502,46816081.21331446
35,2017-02-23,-0.009354889296914757,0.029463916800680185,55366279.24385263
36,2017-02-24,0.007740105679791044,0.024963912460644572,47519948.40818697
37,2017-02-27,0.008500254617521791,0.020863001529221697,46275591.18189803
38,2017-02-28,-0.008914060347312187,0.023297995107781785,60251883.319815874
39,2017-03-01,0.007323184275765528,0.026126725053569985,57650494.8358357
40,2017-03-02,-0.009268726994004831,0.02362664393275876,42584038.71172804
41,2017-03-03,0.00044046214499769075,0.02073324350830971,41616347.74410768
42,2017-03-06,-0.00044569831869666857,0.019482930287717557,38937929.036147326
43,2017-03-07,-0.005567152673125787,0.01916199710835342,43734978.70147308
44,2017-03-08,-0.007076152648570166,0.022396026712134334,44283465.34854106
45,2017-03-09,-0.0027301333963642934,0.021974298631779833,42358219.07432013
46,2017-03-10,-0.0008765344902039767,0.021607340017431604,42624020.12606233
47,2017-03-13,0.0019151589733584053,0.01872947762763709,38979661.71485835
48,2017-03-14,0.0002041105939340653,0.019325980338736056,36125218.799985826
49,2017-03-15,0.009927097247384914,0.02371210015971327,46867250.008810155
50,2017-03-16,-0.0030704797461457234,0.018739245139731724,38065241.360963136
51,2017-03-17,0.0007814557522284572,0.019490878415985582,73129940.54195468
52,2017-03-20,-0.004948222142457012,0.018717933775735884,33938956.63240793
53,2017-03-21,-0.025052907424418087,0.03548784385327668,45969021.96787533
54,2017-03-22,0.0028192017351919615,0.021802016999401028,39966613.30082155
55,2017-03-23,0.004043674746278521,0.022472849241050315,37146757.14729463
56,2017-03-24,-0.003094152735542473,0.020482384383464752,37191894.70813029
57,2017-03-27,0.011756544347541495,0.026946103207981367,38675515.26883853
58,2017-03-28,0.011543918761025672,0.02413189876624795,41736949.699886695
59,2017-03-29,0.005665680415264856,0.019137902465388025,36837042.48949008
60,2017-03-30,0.006438853091423866,0.019387414072956865,36131509.60269123
61,2017-03-31,0.0020636334453783363,0.01797904970285901,41147397.82917845
62,2017-04-03,-0.009459048527285767,0.026081451961633025,45552199.904390976
63,2017-04-04,0.002006358920916112,0.020300874700863534,46628882.30410766
64,2017-04-05,-0.014876871313225038,0.029030485797535026,51673034.001161516
65,2017-04-06,0.0077197880542227044,0.022380096386473876,41182966.3278187
66,2017-04-07,0.0024369858155406754,0.018481587672515676,41410654.631841354
67,2017-04-10,0.0024284854445358593,0.020151655052891685,37379080.70053826
68,2017-04-11,0.007642839902322538,0.02045909550174954,41600985.68271954
69,2017-04-12,-0.012422964422851668,0.02299527171309991,39927606.42107653
70,2017-04-13,-0.01100220385401887,0.022455045744111744,37767580.144900866
71,2017-04-14,0.0,0.0,0.0
72,2017-04-17,0.009601259092362329,0.019640014732802937,35450310.25009913
73,2017-04-18,0.004137020775208551,0.02003456875193867,37304853.39036823
74,2017-04-19,-0.002158154633976933,0.01978790031372318,40076352.20600563
75,2017-04-20,0.00621493166718782,0.021816016072180013,44360435.008371145
76,2017-04-21,-0.0013410183603760554,0.019077495025389524,41628612.79651556
77,2017-04-24,-0.001978944180916292,0.020197857633706313,45579836.55395184
